unified_int,type_int,original,simulations,enrichm,p_higher_orig,p_lower_orig,p.adj_higher,p.adj_lower,PI_value,int_ranking,sample_id,condition,from_label,to_label
CD8+ T cell 2--IgG+ plasmablast / plasma cell,hetero,73,375.229,-2.34601388125698,1,0,1,0,-7.03804164377094,158,56784_c,AIH,CD8+ T cell 2,IgG+ plasmablast / plasma cell
Hepatocyte 4--IgG+ plasmablast / plasma cell,hetero,91,469.919,-2.35577316542883,1,0,1,0,-7.06731949628649,159,56784_c,AIH,Hepatocyte 4,IgG+ plasmablast / plasma cell
Hepatocyte 1--IgM+ B cell,hetero,209,1254.958,-2.58032698743184,1,0,1,0,-7.74098096229552,160,56784_c,AIH,Hepatocyte 1,IgM+ B cell
Hepatocyte 2--IgG+ plasmablast / plasma cell,hetero,180,1139.897,-2.65610694880522,1,0,1,0,-7.96832084641566,161,56784_c,AIH,Hepatocyte 2,IgG+ plasmablast / plasma cell
Hepatocyte 4--IgG+ B cell,hetero,52,359.36,-2.76537461594038,1,0,1,0,-8.29612384782115,162,56784_c,AIH,Hepatocyte 4,IgG+ B cell
Hepatocyte 2--IgM+ B cell,hetero,70,502.388,-2.82577989553564,1,0,1,0,-8.47733968660693,163,56784_c,AIH,Hepatocyte 2,IgM+ B cell
Hepatocyte 1--IgG+ B cell,hetero,302,2178.501,-2.84660816681943,1,0,1,0,-8.5398245004583,164,56784_c,AIH,Hepatocyte 1,IgG+ B cell
Hepatocyte 4--IgM+ B cell,hetero,26,207.498,-2.94900223241347,1,0,1,0,-8.84700669724041,165,56784_c,AIH,Hepatocyte 4,IgM+ B cell
Hepatocyte 4--Vascular endothelial cell,hetero,21,184.383,-3.07493352308256,1,0,1,0,-9.22480056924769,166,56784_c,AIH,Hepatocyte 4,Vascular endothelial cell
Hepatocyte 2--IgG+ B cell,hetero,99,871.616,-3.12534692673874,1,0,1,0,-9.37604078021623,167,56784_c,AIH,Hepatocyte 2,IgG+ B cell
Hepatocyte 1--Vascular endothelial cell,hetero,120,1111.672,-3.20094941660511,1,0,1,0,-9.60284824981534,168,56784_c,AIH,Hepatocyte 1,Vascular endothelial cell
CD8+ T cell 2--IgG+ B cell,hetero,26,287.476,-3.41741998526449,1,0,1,0,-10.2522599557935,169,56784_c,AIH,CD8+ T cell 2,IgG+ B cell
CD8+ T cell 2--Vascular endothelial cell,hetero,12,146.896,-3.50799950542152,1,0,1,0,-10.5239985162646,170,56784_c,AIH,CD8+ T cell 2,Vascular endothelial cell
Hepatocyte 2--Vascular endothelial cell,hetero,36,445.3,-3.59241663073554,1,0,1,0,-10.7772498922066,171,56784_c,AIH,Hepatocyte 2,Vascular endothelial cell
